Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix
Peugeot,407,200000,Gris,Manuelle,2008,>4.0L,6,Diesel,25000
R4,5,0000,Blanc,Manuelle,1.1L,Renault,Compacte,1985,4500
5,Fiat,78000,Rouge,Manuelle,2012,<1.0L,Punto,Berline,23000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108000
BMW,X1,133000,Noir,Automatique,2016,1.5L,7,Essence,79000
Autres,Autres,35000,Noir,Automatique,2019,1.5L,7,Essence,68000
Volkswagen,Golf,56000,Blanc,Manuelle,2020,<1.0L,6,Essence,79500
Renault,Symbol,140000,Noir,Manuelle,2015,1.2L,5,Essence,28000
Volkswagen,Polo,48000,Noir,Manuelle,2010,1.2L,4,Essence,27500
206,Essence,250000,Gris,Manuelle,2002,Peugeot,Compacte,4,10000
Volkswagen,Golf,177,Blanc,Manuelle,2013,1.2L,6,Autres,52000
Peugeot,208,143000,Rouge,Manuelle,2816,1.2L,5,Essence,32000
Fiat,Croma,250000,Vert,Manuelle,1993,1.2L,6,Diesel,6000
Ford,Focus C-MAX,293000,Gris,Manuelle,2006,1.4L,6,Essence,20500
Renault,Clio,72,Blanc,Manuelle,2021,<1.0L,5,Essence,11111
Peugeot,207,183000,Autre,Manuelle,2011,1.4L,6,Essence,24500
Mahindra,Hover,36000,Autre,Manuelle,2019,1.2L,5,Essence,36000
Mercedes-Benz,Classe E,260000,Blanc,Automatique,2014,1.9L,9,Diesel,78900
Toyota,Prado,335000,Blanc,Manuelle,2006,3.0L,11,Diesel,118000
Hyundai,Grand i10,49000,Gris,Automatique,2020,<1.0L,4,Essence,38500
Kia,Rio,160,Noir,Manuelle,2016,1.2L,5,Essence,36000
Utilitaire,Peugeot,50.000,Gris,2021,1.6L,5,Partner,Nouveau,52500
Honda,HR-V,86000,Bleu,Automatique,2020,1.5L,7,Essence,95000
Volkswagen,Caddy,8000,Noir,Manuelle,2019,1.6L,5,Diesel,60000
BMW,M,000,Noir,Automatique,2006,3.0L,11,Diesel,37000
Citroen,C4 Aircross,94000,Rouge,Manuelle,2017,1.2L,4,Essence,40500
Hyundai,Veloster,160000,Bleu,Automatique,2016,1.6L,8,Essence,45000
Citroen,Berlingo,217,Blanc,Manuelle,2011,1.9L,7,Diesel,23000
Ssangyong,Actyon,59,Blanc,Manuelle,2013,2.3L,12,Essence,38000
Essence,Gris,240000,Automatique,4 x 4,2011,Sportage,Avec kilométrage,10,52000
Hyundai,I 10,157000,Noir,Manuelle,2015,1.4L,5,Essence,31500
Hyundai,Grand i10,79000,Gris,Manuelle,2019,1.2L,5,Essence,39000
Skoda,Fabia,155000,Noir,Manuelle,2018,1.6L,5,Essence,45000
Fiat,Fiorino,0000,Gris,Manuelle,2017,1.3L,5,Diesel,20800
BMW,Serie 5,195000,Noir,Automatique,2004,<1.0L,18,Diesel,47000
Fiat,500,200000,Blanc,Manuelle,2010,1.2L,5,Diesel,28000
20,Avec kilométrage,Peugeot,Essence,1.4L,05,Compacte,100,Automatique,550
Citroen,C5,22222,Noir,Manuelle,2010,2.0L,9,Essence,22500
10,Monospace,42000,Automatique,2020,2.0L,Essence,Noir,Autres,95000
Chery,A3,49200,Noir,Manuelle,2017,1.5L,6,Essence,36000000
Renault,Symbol,57,Noir,Manuelle,2020,1.4L,5,Essence,111
Mercedes-Benz,Classe C,5000,Noir,Automatique,2022,1.5L,9,Essence,190000
Fiat,Doblo,134000,Gris,Automatique,2017,1.3L,Utilitaire,4,22000
Volkswagen,Polo,148000,Noir,Manuelle,2012,1.2L,5,Essence,28000
Corolla,6,22900,Bleu,Automatique,2021,Toyota,Essence,1.2L,79000
Ssangyong,Family,85000,Blanc,Manuelle,2019,1.6L,8,Essence,65000
Alfa Romeo,Mito,223000,Bleu,Manuelle,2009,1.4L,7,Essence,32500
Hi Ace,NULL,6200000,Blanc,Manuelle,2017,Toyota,NULL,NULL,50000
Citroen,Jumpy,120.000,Jaune,Manuelle,2011,2.0L,4,Diesel,50316382
Renault,Clio,180000,Rouge,Manuelle,2015,>4.0L,5,Essence,33000
AC,Cobra,2000,Gris,Automatique,6,1.6L,6,Diesel,9400
Toyota,Corolla,38000,Blanc,Manuelle,2021,1.2L,6,Autres,73500
Suzuki,Celerio,86700,Gris,Manuelle,2020,<1.0L,4,Essence,30500
Fiat,Punto,290000,Blanc,Manuelle,1996,1.1L,4,Essence,12400
Volkswagen,Golf,191000,Noir,Automatique,2013,1.2L,5,Essence,54500
Ssangyong,Actyon,59,Blanc,Manuelle,2013,2.3L,12,Essence,38000
Opel,Corsa,0000,Gris,Manuelle,2003,>4.0L,4,Diesel,14500
Peugeot,Partner,196000,Autre,Manuelle,2012,1.6L,7,Essence,38000
Citroen,Saxo,0,Autre,Manuelle,2000,1.1L,1.1,Essence,300
Volkswagen,Polo,94000,Noir,Manuelle,2013,1.3L,5,Essence,30000
Volkswagen,Golf,0000000,Blanc,Manuelle,2000,1.6L,00000,Essence,1500
Ford,Fiesta,200,Gris,Manuelle,2006,1.3L,5,Essence,19000
Manuelle,1.2L,212,2004,Essence,Bleu,Avec kilométrage,Palio,Berline,14000
Autres,Autres,71000,Blanc,Manuelle,2018,1.5L,7,Essence,44000
Suzuki,Celerio,40000,Gris,Manuelle,2020,<1.0L,4,Essence,31000
Volkswagen,4,290,Bleu,Manuelle,2007,<1.0L,Essence,Polo,20000
NULL,NULL,Bleu,Ford,Essence,NULL,NULL,NULL,NULL,9500
Mercedes-Benz,Classe C,33480,Noir,Automatique,2020,1.8L,09,Essence,175000
A3,6,99100,Gris,2018,1.2L,Audi,Berline,Nouveau,69000
Volkswagen,Polo,270,Noir,Manuelle,1998,<1.0L,1,Essence,10700
Citroen,Xsara Picasso,260000,Blanc,Manuelle,2008,>4.0L,5,Diesel,20000
Peugeot,2008,163000,Gris,Manuelle,2014,1.4L,5,Essence,39500
4,Peugeot,264000,Gris,Manuelle,2004,1.4L,206,Compacte,17200
Citroen,C35,135000,Blanc,Manuelle,2017,1.2L,5,Essence,33900
Berline,Avec kilométrage,2015,1.2L,Ibiza,5,Essence,184000,Manuelle,31500
Volkswagen,Polo,175000,Noir,Manuelle,2010,1.4L,3,Essence,29000
Volkswagen,Polo,0000,Blanc,Manuelle,1198,<1.0L,5,Essence,11498
Passat,12,Noir,Avec kilométrage,2010,1.8L,Volkswagen,Berline,200000,37000
Renault,Clio,290000,Bleu,Manuelle,1999,>4.0L,4,Essence,14500
Mercedes-Benz,Classe C Coupe,64000,Noir,Automatique,2020,1.5L,9,Essence,158000
Kia,Sportage,96000,Gris,Automatique,2018,1.7L,7,Diesel,98000
Fiat,Doblo,68,Blanc,Manuelle,2022,1.3L,4,Diesel,40800
Peugeot,508,170000,Noir,Automatique,2012,1.6L,7,Essence,37000
Porsche,Cayenne,45000,Noir,Automatique,2020,3.0L,24,Essence,111111
Essence,Manuelle,188000,Orange,2013,Renault,Megane,Compacte,6,33000
Nissan,Navara,100000,Noir,Manuelle,2009,2.5L,9,Diesel,1234
Volkswagen,Golf 7,200000,Blanc,1.6L,2014,Manuelle,5,Diesel,70000
Toyota,RAV 4,33500,Rouge,Automatique,2018,1.2L,6,Essence,75000
Citroen,C-Elysée,118000,Gris,Manuelle,2018,1.2L,5,Essence,30000
Fiat,Uno,0000,Bleu,Manuelle,2001,1.2L,5,Essence,6000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000
Mercedes-Benz,Classe E,211000,Blanc,Manuelle,2011,1.8L,11,Essence,62000
D-MAX,1.8L,165000,Rouge,Manuelle,2016,Isuzu,8,Diesel,60999
Jaguar,XJ8,1,Noir,Manuelle,2009,2.0L,7,Diesel,13500
Ford,Fiesta,112000,Bleu,Manuelle,2017,1.2L,5,Essence,35000
Volkswagen,Polo,200,Camel,Manuelle,2015,1.4L,4,Essence,24500
Chevrolet,Aveo,170,Noir,Manuelle,2016,1.6L,5,Essence,30000
Peugeot,407,258000,Gris,Manuelle,2007,1.6L,6,Diesel,123
7,Essence,175000,Blanc,1.6L,Peugeot,308,Manuelle,NULL,29000
Citroen,C3,230000,Gris,Manuelle,2003,1.4L,5,Essence,19500
Dacia,Dokker,50000,Blanc,Manuelle,2022,1.5L,6,Diesel,15000
Fiat,Punto,220,Noir,Manuelle,2011,1.2L,5,Essence,14800
Renault,R19,1670000,Gris,Manuelle,2019,1.2L,5,Essence,36000
Volkswagen,Golf,200,Blanc,Automatique,1990,1.6L,6,Essence,12500
Peugeot,106,200,Bleu,Manuelle,1997,<1.0L,4,Essence,11800
Peugeot,Partner,000000,Vert,Manuelle,2006,1.6L,7,Diesel,1111108
7,BMW,181000,Blanc,Automatique,2014,1.6L,Serie 3,Essence,69000
Fiat,Fiorino,179000,Blanc,Manuelle,2017,1.3L,5,Diesel,20500
Autres,4 x 4,27000,Avec kilométrage,Manuelle,2019,1.5L,Autres,6,48000
Citroen,C4,277,Noir,Manuelle,2011,1.4L,6,Essence,24000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34500000
Chery,v5,112000,Rouge,Manuelle,2018,1.6L,7,Essence,33000
Renault,Fluence,200000,Gris,Manuelle,2015,1.5L,6,Diesel,35000
Renault,Clio,00,Gris,Manuelle,2000,1.2L,4,Essence,16500
Isuzu,D-MAX,196000,Beige,Manuelle,1999,2.4L,10,Diesel,123
BMW,Serie 3 GT,0,Noir,Automatique,2017,2.0L,10,Essence,320
Mercedes-Benz,Classe C,185000,Noir,Automatique,2010,2.1L,7,Diesel,54999
Renault,Super 5,300,Violet,Manuelle,1998,1.3L,4,Essence,7500
Renault,Super 5,300,Violet,Manuelle,1998,1.3L,4,Essence,7500
Ssangyong,Family,92000,Noir,Manuelle,20193,1.6L,7,Essence,56000
Fiat,Punto,155,Noir,Manuelle,2015,>4.0L,4,Essence,24800
Citroen,C4,134000,Gris,Manuelle,2014,1.4L,6,Essence,31000
Renault,Clio,163000,Bleu,Manuelle,2019,1.2L,5,Essence,38000
Opel,Astra,10000000000000000,Rouge,Manuelle,15.05.1997,<1.0L,5,Diesel,12000
Rio,Noir,189000,Manuelle,Essence,Autres,Kia,Nouveau,5,33000
Rio,Noir,189000,Manuelle,Essence,Autres,Kia,Nouveau,5,33000
Rio,Noir,189000,Manuelle,Essence,Autres,Kia,Nouveau,5,33000
Autres,Autres,100000000000,Autre,Manuelle,1997,<1.0L,5,Diesel,12000
Navara,13,450,Gris,Manuelle,>4.0L,Nissan,4 x 4,2007,31999992
Volkswagen,Golf 4,30000,Gris,Manuelle,1999,1.9L,5,Diesel,16500
Citroen,C3,12000,Gris,Manuelle,2000,1.4L,12000,Essence,24000
Volkswagen,Golf 4,30000,Gris,Manuelle,1999,1.9L,5,Diesel,16500
Volkswagen,Passat,200,Noir,Manuelle,2007,1.9L,6,Diesel,123
Fiat,Doblo,235580,Gris,Manuelle,2016,1.3L,5,Diesel,18000
Isuzu,D-MAX,0,Blanc,Manuelle,2022,2.5L,8,Diesel,111111
Hyundai,I 20,115000,Rouge,Manuelle,2018,1.2L,5,Essence,48500
Mercedes-Benz,Classe E,50000,Noir,Automatique,216,2.0L,10,Essence,157000
Mercedes-Benz,210,0000,Noir,Manuelle,2000,1.9L,9,Essence,29353709
Renault,Megane Estate,302,Gris,Manuelle,2004,1.6L,7,Essence,17500
Fiat,Punto,226,Vert,Manuelle,2001,1.9L,4,Essence,12500
Renault,Berline,Autre,1,Manuelle,1,1.1L,Essence,R4,123
Chevrolet,Spark,89000,Blanc,Manuelle,2016,1.2L,5,Essence,26500
Peugeot,106,140000,Blanc,Manuelle,1994,1.1L,4,Essence,8500
Toyota,Hi Ace,123456,Blanc,Manuelle,2001,1.5L,10,Diesel,123456
Fiat,Tipo,300000,Bleu,Manuelle,1993,1.6L,7,Essence,6500
Autres,Essence,227000,Bleu,1.4L,Peugeot,6,Avec kilométrage,2007,14500
Citroen,Berlingo,217,Blanc,Manuelle,2011,1.9L,7,Diesel,23000
Volkswagen,Golf 7,189000,Blanc,Automatique,2015,1.2L,4,Essence,51000
Volkswagen,Touareg,230,Noir,Automatique,2009,2.5L,4 x 4,13,1234
Toyota,Yaris,152000,Marron,Manuelle,2015,1.3L,05,Essence,37000
BMW,Serie 5,500,Noir,Automatique,2006,2.0L,10,Diesel,32500
Toyota,Yaris,152000,Marron,Manuelle,2015,1.3L,05,Essence,37000
Mitsubishi,Pajero Sport,300000,Vert,Manuelle,2000,2.5L,10,Diesel,44444
Mercedes-Benz,Classe C,146000,Bleu,Automatique,2015,1.8L,8,Essence,555
Dacia,Dokker,190000,Blanc,Manuelle,2019,1.5L,6,Diesel,2600000
Essence,NULL,254,Marron,Manuelle,2012,5,NULL,NULL,33500
4,<1.0L,Bleu,Manuelle,Citroen,AX,Essence,Avec kilométrage,Autres,7000
Kia,Rio,82000,Gris,Manuelle,2019,1.2L,5,Essence,49000
7,Compacte,184000,Blanc,2010,1.6L,BMW,Essence,NULL,39000
Classe E,Berline,140000,Blanc,Automatique,2015,Mercedes-Benz,Essence,1.8L,85000
Citroen,Jumpy,0,Blanc,Manuelle,2001,1.9L,7,Diesel,11000
A4,7,Blanc,Avec kilométrage,2013,3.0L,Audi,Compacte,203800,40000
Audi,A4,106,Blanc,Automatique,2019,1.5L,8,Essence,125000
106,4,300,Avec kilométrage,2001,1.1L,Peugeot,Berline,Autre,13000
Chevrolet,Cruze,57000,Gris,Manuelle,2019,1.6L,7,Essence,39500
Mercedes-Benz,Classe C Coupe,39000,Blanc,Automatique,2022,1.5L,9,Essence,190000
Volkswagen,Tiguan,130000,Blanc,Automatique,2016,1.4L,8,Essence,85000
Volvo,XC70,195,Gris,Manuelle,1995,>4.0L,4,Essence,11200
Renault,Clio,125000,Gris,Manuelle,2016,1.2L,5,Essence,42000
Volkswagen,Amarok,220000,Marron,Manuelle,2013,2.0L,8,Diesel,77999
Opel,Corsa,2500000,Bleu,Manuelle,1999,1.1L,5,Essence,12000
C4,6,330000,Gris,Manuelle,1.4L,Citroen,Berline,2012,33000
Mercedes-Benz,Classe C,140000,Noir,Automatique,2013,1.8L,9,Essence,64000
Ssangyong,7,130000,Gris,Manuelle,2018,1.6L,4 x 4,Family,57000
Volkswagen,Golf,333333,Blanc,Manuelle,1991,1.9L,4,Diesel,9500
Volkswagen,Polo,260000,Blanc,Manuelle,1997,<1.0L,00,Essence,12000
Citroen,Jumpy,175000,Noir,Manuelle,2017,2.0L,7,Diesel,75000
Autres,Essence,Automatique,2010,Porsche,Panamera,33,96000,Avec kilométrage,205000
Fiat,Punto,1111,Bleu,Manuelle,1111,1.2L,111,Essence,13000
Honda,Civic,93000,Noir,Automatique,2016,1.5L,10,Essence,67000
Volkswagen,Polo,185,Gris,Manuelle,2013,1.2L,5,Essence,28500
Volkswagen,Jetta,320,Noir,Manuelle,2009,1.6L,16,Diesel,32500
4 x 4,Diesel,332000,Gris,Volkswagen,Amarok,6,Manuelle,2.1L,54000
5,Berline,43000,Noir,Manuelle,2020,1.2L,Essence,Scorpion,36500
Citroen,C-Elysée,81000,Gris,Manuelle,2019,1.2L,5,Essence,26500
8,Essence,40000,Bleu,2018,Volkswagen,Tiguan,4 x 4,Automatique,120
Classe CLA,8,218000,Blanc,Automatique,2013,Mercedes-Benz,Essence,1.6L,74800
Ford,Focus,300000,Noir,Manuelle,2004,6,Autres,1.5L,19999
Peugeot,206,388000,Gris,Manuelle,2001,3.0L,4,Essence,11500
Passat,7,Bleu,Avec kilométrage,2000,1.6L,Volkswagen,Berline,400,19000
Peugeot,Boxer,0000,Blanc,Manuelle,1996,1.8L,8,Diesel,8500
Citroen,Nemo,200000,Noir,Manuelle,2014,1.4L,6,Diesel,20000
Honda,Civic,84000,Bleu,Manuelle,1999,1.4L,5,Essence,23000
Autres,Autres,65000,Blanc,Manuelle,2017,1.1L,7,Essence,20000
Kia,Rio,290000,Blanc,Manuelle,2011,1.4L,6,Essence,23700
Peugeot,301,8700,Gris,Manuelle,2019,<1.0L,5,Essence,31000
Ford,Fiesta,145000,Blanc,Manuelle,2013,1.2L,5,Essence,28500
Mazda,3,101000,Rouge,Manuelle,2018,1.5L,6,Essence,53000
Mazda,3,101000,Rouge,Manuelle,2018,1.5L,6,Essence,53000
1997,1.2L,Peugeot,106,Compacte,Essence,Manuelle,2000,NULL,10500
Peugeot,106,333000,Vert,Manuelle,1996,1.2L,4,Essence,10800
Mazda,3,184000,Gris,Manuelle,2012,1.6L,6,Compacte,29999
Blanc,Avec kilométrage,2012,1.6L,Volkswagen,Golf 6,Diesel,5,Berline,39000
Peugeot,306,00,Rouge,Manuelle,1997,1.9L,6,Diesel,16000
Jeep,Grand Cherokee,44000,Marron,Automatique,2017,2.4L,11,Essence,90000
Peugeot,208,11000,Noir,Manuelle,2022,1.2L,5,Essence,55000
Volkswagen,Polo,260000,Blanc,Manuelle,1997,<1.0L,00,Essence,12000
Renault,Symbol,270000,Noir,Manuelle,2010,1.2L,5,Compacte,24999
Peugeot,208,900,Noir,Manuelle,2022,3.0L,5,Essence,59000
Volkswagen,Polo,260000,Blanc,Manuelle,1997,<1.0L,00,Essence,12000
Peugeot,206+,318000,Gris,Manuelle,2007,1.9L,6,Essence,16500
Suzuki,Maruti,39500,Noir,Manuelle,2022,1.5L,6,Essence,60000
Hyundai,I 20,140,Gris,Manuelle,2019,1.2L,5,Essence,35000
Peugeot,206+,318000,Gris,Manuelle,2007,1.9L,6,Essence,16500
Peugeot,206,318000,Gris,Manuelle,2007,1.9L,6,Essence,16500
Renault,Megane Cabriolet,240000,Gris,Manuelle,2005,1.6L,7,Essence,25000
Kia,Cerato,157000,Gris,Automatique,2014,1.9L,7,Essence,1111
Volkswagen,Jetta,97000,Gris,Manuelle,2016,1.4L,7,Essence,59500
Essence,Avec kilométrage,Blanc,Peugeot,2019,68000,Manuelle,1.2L,0,28000
Toyota,Hilux,300,Gris,Manuelle,2010,2.4L,8,Diesel,1111
Renault,Megane Estate,62000,Gris,Manuelle,2018,1.6L,7,Essence,57000
Berline,Diesel,200000,Noir,2010,Citroen,C5,Avec kilométrage,6,26000
Clio,Essence,Blanc,Avec kilométrage,1998,<1.0L,Renault,NULL,NULL,10500
Peugeot,205,2000000000,Blanc,Manuelle,2,2.2L,5,Essence,3500
Fluence,7,Noir,Avec kilométrage,2011,Renault,3.0L,Berline,269765,29000
Renault,Clio,214000,Noir,Manuelle,2002,1.2L,4,Essence,1111
BMW,M3,220000,Bleu,Manuelle,1997,<1.0L,9,Essence,22500
Hyundai,Creta,106000,Noir,Automatique,2020,1.5L,7,Essence,78000
Volkswagen,Polo,252000,Marron,Manuelle,2013,1.2L,5,Berline,28000
Utilitaire,205,Blanc,Manuelle,4,Essence,Peugeot,1990,421660,4000
Opel,Astra,200000,Noir,Manuelle,2005,1.4L,5,Essence,24500
Mitsubishi,Pajero,310000,Noir,Automatique,2001,3.0L,10,Diesel,41000
Audi,Q5,240000,Noir,Automatique,2009,2.0L,13,Essence,52000
Alfa Romeo,Mito,213000,Blanc,Manuelle,2010,1.4L,5,Diesel,29500
BMW,Serie 3,200000,Blanc,Automatique,2014,1.8L,8,Diesel,69900
Land Rover,Range Rover Sport,135000,Blanc,Automatique,2013,3.0L,17,Diesel,155000
Volkswagen,Caddy,197000,Blanc,Manuelle,2016,1.6L,5,Diesel,29500
Volkswagen,Golf,1180000,Noir,Automatique,2017,1.2L,5,Essence,65500
Mercedes-Benz,Classe C,220000,Noir,Automatique,2010,1.8L,9,Essence,52000
Dacia,Sandero,186,Gris,Manuelle,2014,1.2L,5,Essence,22000
Renault,Master,400000,Blanc,Manuelle,2005,>4.0L,1,Diesel,16500
Renault,Super 5,278703,Blanc,Manuelle,1992,3.0L,4,Essence,6000
Fiat,Doblo,150,Blanc,Manuelle,2020,1.3L,5,Autres,32500
Mercedes-Benz,220,800,Noir,Automatique,2010,>4.0L,11,Diesel,75000
Porsche,Boxster,147000,Gris,Manuelle,2007,3.0L,16,Diesel,45000
Volkswagen,Golf,142000,Doré,Manuelle,2018,1.2L,6,Essence,58500
Mercedes-Benz,Classe E,140000,Blanc,Automatique,2014,1.8L,9,Essence,89000
Volkswagen,Polo,11111,Blanc,Manuelle,1900,>4.0L,5,Diesel,199
Peugeot,206,318000,Gris,Manuelle,2007,1.9L,6,Essence,16500
Seat,Ibiza,158,Blanc,Manuelle,2013,1.2L,5,Essence,33000
NULL,NULL,Automatique,2017,Focus,NULL,NULL,NULL,NULL,38000
Ford,Fiesta,177000,Gris,Manuelle,2010,1.2L,5,Essence,25500
Manuelle,1.2L,212,2004,Essence,Bleu,Avec kilométrage,Palio,Berline,14500
Peugeot,205,11111,Blanc,Manuelle,2000,1.2L,4,Essence,10000
Nissan,Juke,131000,Noir,Manuelle,2012,1.6L,7,Pick up,36000
Ford,Fiesta,129000,Gris,Manuelle,2016,<1.0L,5,Essence,36500
Autres,Autres,40000,Bleu,Automatique,2020,1.4L,7,Essence,90000
Volkswagen,Golf,103000,Noir,Manuelle,2017,1.2L,6,Essence,60000
Volkswagen,Polo,15500,Noir,Manuelle,2015,1.2L,4,Essence,30800
Volkswagen,Transporter,500000,Blanc,Manuelle,1999,>4.0L,8,Diesel,8500
NULL,NULL,Gris,2017,NULL,NULL,NULL,NULL,NULL,24200
Renault,Megane,280000,Gris,2010,6,Berline,Diesel,1.5L,33000
Dacia,Logan,200,Gris,Manuelle,2008,1.4L,5,Essence,15000
Fiesta,Essence,268000,Gris,Manuelle,2013,Ford,1.2L,Utilitaire,29000000
Citroen,DS5,162000,Blanc,Automatique,2013,1.6L,9,Essence,50000
Fiat,Siena,1111,Noir,Manuelle,2005,>4.0L,5,Essence,18700
Renault,Clio,258000,Gris,Manuelle,2009,1.5L,4,Diesel,26000
Volkswagen,Golf 6,350,Gris,Automatique,2010,1.6L,5,Diesel,30500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200
Renault,Clio,113.000,Noir,Manuelle,2013,>4.0L,4,Essence,30000
Peugeot,2008,23000,Gris,Manuelle,2021,1.2L,6,Essence,78000
Clio,5,Gris,Avec kilométrage,2004,1.4L,Renault,Essence,NULL,18000
1111,1.6L,Manuelle,Essence,Golf,0000000,Bleu,7,Autres,6000
Mazda,MX3,101000,Rouge,Manuelle,2018,1.5L,6,Essence,53000
Dacia,Duster,108000,Noir,Manuelle,2015,1.6L,7,Essence,55000
Nissan,Navara,215000,Noir,Manuelle,2012,3.0L,10,Diesel,52000
Peugeot,308,234000,Noir,Manuelle,2008,1.6L,6,Essence,24000
Peugeot,3008,120000,Noir,Automatique,2018,1.5L,130,Diesel,85000
Volkswagen,Amarok,195000,Noir,Manuelle,2016,2.0L,7,Diesel,76000
Peugeot,206,230,Noir,Manuelle,2008,1.2L,4,Essence,19500
Citroen,C-Elysée,139000,Noir,Manuelle,2016,1.2L,5,Essence,24200
Peugeot,306,100,Blanc,Manuelle,1996,3.0L,6,Essence,9200
Compacte,Diesel,Avec kilométrage,Manuelle,Volkswagen,Golf,6,1.4L,Noir,13200
NULL,NULL,114000,Manuelle,Volkswagen,Polo,Essence,NULL,NULL,35000
Fiat,Grande Punto,1600002014,Noir,Manuelle,2014,1.3L,5,Diesel,800
NULL,NULL,62000,Beige,2019,1.4L,Fiat,NULL,NULL,45000
Peugeot,206+,240,Vert,Manuelle,2004,1.1L,5,Essence,17500
Fiat,Punto,220000,Rouge,Avec kilométrage,2012,1.2L,4,Compacte,26000
Autres,Diesel,Blanc,Manuelle,1.9L,Hyundai,H-1,9,150,26000
7,Essence,103000,Blanc,Manuelle,2020,1.4L,Autres,Autres,55000
Berline,Diesel,Noir,Avec kilométrage,Nissan,Qashqai,7,2016,1.6L,58000
1.6L,Berline,227,Vert,2007,Peugeot,407,Diesel,Avec kilométrage,21500
Kia,Rio,114000,Bleu,Manuelle,2018,1.4L,5,Essence,39500
40000,Autres,Manuelle,Kia,Essence,2021,4,1.2L,Orange,43000
Mitsubishi,Pajero,400,Blanc,Manuelle,1992,2.5L,10,Diesel,13800
Hyundai,Tucson,49000,Gris,Manuelle,2019,1.6L,6,Diesel,96000
Fiat,Punto,300000,Argent,Manuelle,1997,<1.0L,4,Essence,7000
Fiat,Panda,72,Rouge,Manuelle,2017,1.2L,4,Essence,33000
Citroen,Jumper,250000,Blanc,Manuelle,2015,2.2L,7,Diesel,39000
Suzuki,Celerio,56000,Gris,Manuelle,2020,1.2L,4,Essence,31500
Mazda,BT-50,140,Noir,Manuelle,2018,2.2L,9,Diesel,80000
NULL,NULL,199,Bleu,2004,Fiat,Palio,NULL,NULL,13000
Volkswagen,Bora,0000,Gris,Manuelle,2001,1.2L,6,Diesel,9500
Fiat,Panda,320000,Bleu,Manuelle,1987,1.3L,6,Essence,10500
Citroen,C3,61000,Noir,Manuelle,2018,1.2L,4,Essence,41000
Citroen,C4,362,Noir,Manuelle,2007,1.6L,4,Essence,19000
Renault,Megane,242000,Noir,Manuelle,2005,1.5L,5,Diesel,18495
2013.0,Essence,Compacte,Bleu,Grande Punto,118000.0,1.2L,Avec kilométrage,Manuelle,23000
Peugeot,406,200000,Blanc,Manuelle,1990,1.7L,7,Essence,17000
Peugeot,208,155000,Gris,Manuelle,2019,1.2L,5,Essence,28700
Ford,Focus,113000,Gris,Manuelle,2017,<1.0L,6,Essence,47800
Kia,Cerato,210000,Rouge,Manuelle,2010,1.6L,7,Essence,31000
Volkswagen,Amarok,195000,Noir,Manuelle,2016,2.0L,7,Diesel,76000
Peugeot,301,220,Gris,Manuelle,2019,1.2L,5,Essence,25500
Peugeot,106,198,Bleu,Manuelle,1993,<1.0L,4,Essence,8500
Hi Ace,NULL,6200000,Blanc,Manuelle,2017,Toyota,NULL,NULL,50000
Fiat,Palio,366000,Bleu,Manuelle,2004,1.2L,5,Essence,12500
Land Rover,Range Rover Evoque,142000,Rouge,Automatique,2015,2.2L,11,Diesel,125000
Peugeot,407,250,Argent,Manuelle,13,1.6L,6,Diesel,27000
Dacia,Sandero,200000,Gris,Manuelle,2012,1.2L,5,Essence,33000
Volkswagen,Amarok,190000,Blanc,Manuelle,2014,2.0L,7,Diesel,57000
Citroen,Berlingo,250000,Blanc,Manuelle,1998,2.0L,7,Diesel,7000
Ford,Kuga,46000,Bleu,Automatique,2020,<1.0L,7,Essence,72000
BMW,Serie 5,195000,Noir,Automatique,2004,<1.0L,18,Diesel,47000
Ford,Focus C-MAX,130000,Noir,Manuelle,2017,<1.0L,7,Essence,37000
Mercedes-Benz,Classe C,206,Gris,Automatique,2009,1.6L,9,Essence,199
Peugeot,206,312000,Noir,Manuelle,2007,1.4L,6,Essence,14500
Fiat,500,200000,Blanc,Manuelle,2010,1.2L,5,Diesel,28000
Renault,Clio,15900,Bleu,Manuelle,2022,<1.0L,5,Essence,59000
AC,Seven,2396,Blanc,Manuelle,2023,1.6L,7,Essence,42000
Fiat,Stilo,242000,Gris,Manuelle,2003,1.6L,7,Diesel,18000
Renault,Clio,156000,Noir,Manuelle,2008,1.5L,4,Diesel,28000
Chevrolet,Aveo,155000,Noir,Manuelle,2014,1.2L,5,Essence,27000
2023,99999,Pièces manquantes,Manuelle,Autres,1.4L,Renault,Autre,Clio,111
2023,99999,Pièces manquantes,Manuelle,Autres,1.4L,Renault,Autre,Clio,111
Mahindra,Hover,63000,Noir,Manuelle,2018,1.5L,Berline,5,29800
Seat,Leon,177,Noir,Manuelle,2018,1.4L,6,Essence,61000
Kia,Sportage,97000,Gris,Automatique,2020,2.0L,11,Diesel,128000
Volkswagen,Golf 8,149000,Blanc,Manuelle,2014,1.6L,5,Essence,48000
Volkswagen,Golf 8,149000,Blanc,Manuelle,2014,1.6L,5,Essence,48700
